Moeda	Sigla_Moeda	Preco	Und_Monetaria	Var	Periodo_Var	Data_Captura	Hora_Captura	Fornecimento_Total
MileVerse	MVC	0.01	BRL	-0.19	1d	2023-09-05	10:53:20	3000000000.0
Bytecoin	BCN	0.0	BRL	-1.8	1d	2023-09-05	10:53:20	184066828814.06
BioPassport Token	BIOT	0.01	BRL	-6.47	1d	2023-09-05	10:53:20	8800000000.0
DeepBrain Chain	DBC	0.01	BRL	0.1	1d	2023-09-05	10:53:20	10000000000.0
OpenOcean	OOE	0.05	BRL	1.86	1d	2023-09-05	10:53:20	1000000000.0
Origin Dollar Governance	OGV	0.03	BRL	-2.67	1d	2023-09-05	10:53:20	4112192368.0
Kasta	KASTA	0.08	BRL	0.13	1d	2023-09-05	10:53:20	1499457592.0
LeisureMeta	LM	0.06	BRL	5.19	1d	2023-09-05	10:53:20	4670452748.0
Cellframe	CELL	0.9	BRL	3.03	1d	2023-09-05	10:53:20	29735000.0
MongCoin	$MONG	0.0	BRL	7.44	1d	2023-09-05	10:53:20	690000000000000.0
Tectum	TET	25.63	BRL	-9.68	1d	2023-09-05	10:53:20	10000000.0
Plugin	PLI	0.29	BRL	-3.42	1d	2023-09-05	10:53:20	500000000.0
BigONE Token	ONE	0.0	BRL	-1.45	1d	2023-09-05	10:53:20	8755563948.15
Rainicorn	RAINI	0.05	BRL	-3.36	1d	2023-09-05	10:53:20	500000000.0
HI	HI	0.01	BRL	-7.74	1d	2023-09-05	10:53:20	9833337402.0
Zenon	ZNN	3.9	BRL	0.0	1d	2023-09-05	10:53:20	7102886.42
Cere Network	CERE	0.02	BRL	-2.29	1d	2023-09-05	10:53:20	10000000000.0
WHALE	WHALE	2.47	BRL	1.74	1d	2023-09-05	10:53:20	10000000.0
Tap	XTP	0.02	BRL	3.7	1d	2023-09-05	10:53:20	10000000000.0
Oxen	OXEN	0.38	BRL	-2.34	1d	2023-09-05	10:53:20	64572429.0
Linker Coin	LNC	0.21	BRL	-0.56	1d	2023-09-05	10:53:20	500000000.0
DxChain Token	DX	0.0	BRL	1.45	1d	2023-09-05	10:53:20	100000000000.0
ScPrime	SCP	0.5	BRL	3.95	1d	2023-09-05	10:53:20	54537036.0
Aventus	AVT	3.99	BRL	1.61	1d	2023-09-05	10:53:20	10000000.0
Pintu Token	PTU	1.01	BRL	1.2	1d	2023-09-05	10:53:20	299844842.0
SpaceChain	SPC	0.08	BRL	0.04	1d	2023-09-05	10:53:20	391259212.51
Trabzonspor Fan Token	TRA	5.94	BRL	-1.46	1d	2023-09-05	10:53:20	10000000.0
Civilization	CIV	0.08	BRL	-0.04	1d	2023-09-05	10:53:20	300000000.0
SwftCoin	SWFTC	0.01	BRL	-1.0	1d	2023-09-05	10:53:20	10000000000.0
LimeWire	LMWR	0.5	BRL	2.03	1d	2023-09-05	10:53:20	938045267.0
RealFevr	FEVR	0.0	BRL	-1.48	1d	2023-09-05	10:53:20	15453174571.08
OVR	OVR	1.1	BRL	-0.6	1d	2023-09-05	10:53:20	89893756.0
BabySwap	BABY	0.05	BRL	-1.46	1d	2023-09-05	10:53:20	1000000000.0
GoCrypto Token	GOC	0.09	BRL	-1.45	1d	2023-09-05	10:53:20	299095759.0
BEPRO Network	BEPRO	0.0	BRL	-6.04	1d	2023-09-05	10:53:20	10000000000.0
Cryptex Finance	CTX	4.62	BRL	2.54	1d	2023-09-05	10:53:20	10000000.0
ChangeNOW Token	NOW	0.26	BRL	0.03	1d	2023-09-05	10:53:20	199763509.87
DeFine	DFA	0.09	BRL	-0.57	1d	2023-09-05	10:53:20	500000000.0
Inflation Hedging Coin	IHC	0.0	BRL	-1.8	1d	2023-09-05	10:53:20	621439126933.0
Torum	XTM	0.1	BRL	-8.24	1d	2023-09-05	10:53:20	799190905.0
BTSE Token	BTSE	4.98	BRL	-0.02	1d	2023-09-05	10:53:20	165904711.0
Napoli Fan Token	NAP	13.08	BRL	-0.1	1d	2023-09-05	10:53:20	10000000.0
Morpheus Labs	MITX	0.03	BRL	-8.21	1d	2023-09-05	10:53:20	1000000000.0
Metaverse.Network Pioneer	NEER	1.09	BRL	-8.34	1d	2023-09-05	10:53:20	100000000.0
Carbon Credit	CCT	1.24	BRL	0.15	1d	2023-09-05	10:53:20	600000000.0
BitForex Token	BF	0.0	BRL	0.56	1d	2023-09-05	10:53:20	10000000000.0
Agoras: Currency of Tau	AGRS	1.15	BRL	9.31	1d	2023-09-05	10:53:20	42000000.0
Hoge Finance	HOGE	0.0	BRL	-0.62	1d	2023-09-05	10:53:20	402276464812.0
OpenDAO	SOS	0.0	BRL	0.97	1d	2023-09-05	10:53:20	73545908892348.0
Bifrost	BNC	0.98	BRL	0.32	1d	2023-09-05	10:53:20	80000000.0
Onomy Protocol	NOM	0.45	BRL	-16.75	1d	2023-09-05	10:53:20	145882992.46
Permission Coin	ASK	0.0	BRL	-2.22	1d	2023-09-05	10:53:20	100000000000.0
SENSO	SENSO	0.28	BRL	-2.46	1d	2023-09-05	10:53:20	715280000.0
Electra Protocol	XEP	0.0	BRL	-3.62	1d	2023-09-05	10:53:20	17782474374.91
Hydra	HYDRA	2.28	BRL	-2.95	1d	2023-09-05	10:53:20	26290451.75
GamerCoin	GHX	0.03	BRL	-3.11	1d	2023-09-05	10:53:20	808000000.0
SAFE DEAL	SFD	1.35	BRL	-9.74	1d	2023-09-05	10:53:20	14242995.48
Exeedme	XED	0.21	BRL	-1.33	1d	2023-09-05	10:53:20	100000000.0
Particl	PART	1.43	BRL	-2.69	1d	2023-09-05	10:53:20	13387948.31
Aurox	URUS	36.31	BRL	-0.48	1d	2023-09-05	10:53:20	1000000.0
Portugal National Team Fan Token	POR	5.85	BRL	-1.94	1d	2023-09-05	10:53:20	20000000.0
Sonar	PING	0.01	BRL	2.46	1d	2023-09-05	10:53:20	4000000000.0
Beam	BEAM	0.13	BRL	-0.84	1d	2023-09-05	10:53:20	145034920.0
Walken	WLKN	0.04	BRL	-2.36	1d	2023-09-05	10:53:20	2000000000.0
Bitcoin Standard Hashrate Token	BTCST	1.54	BRL	9.28	1d	2023-09-05	10:53:20	15000000.0
EPIK Prime	EPIK	0.02	BRL	-0.75	1d	2023-09-05	10:53:20	2000000000.0
Pepe 2.0	PEPE2.0	0.0	BRL	-3.56	1d	2023-09-05	10:53:20	420690000000000.0
DSLA Protocol	DSLA	0.0	BRL	5.63	1d	2023-09-05	10:53:20	5709763023.0
Wrapped Alvey Chain	WALV	0.22	BRL	12.46	1d	2023-09-05	10:53:20	152312734.0
Botto	BOTTO	0.66	BRL	-0.34	1d	2023-09-05	10:53:20	100000000.0
Electric Vehicle Zone	EVZ	0.04	BRL	-0.58	1d	2023-09-05	10:53:20	8420257832.0
Blocery	BLY	0.02	BRL	-3.56	1d	2023-09-05	10:53:20	1000000000.0
MultiVAC	MTV	0.01	BRL	-2.42	1d	2023-09-05	10:53:20	10000000000.0
Azit	AZIT	0.26	BRL	-1.11	1d	2023-09-05	10:53:20	500000000.0
dHedge DAO	DHT	0.42	BRL	-0.35	1d	2023-09-05	10:53:20	100000000.0
MagicCraft	MCRT	0.01	BRL	-1.76	1d	2023-09-05	10:53:20	10000000000.0
ApeSwap	BANANA	0.09	BRL	-8.7	1d	2023-09-05	10:53:20	203942410.79
Pangolin	PNG	0.1	BRL	-2.02	1d	2023-09-05	10:53:20	230000000.0
Bitrue Coin	BTR	0.14	BRL	1.99	1d	2023-09-05	10:53:20	801307097.35
Zigcoin	ZIG	0.04	BRL	-2.58	1d	2023-09-05	10:53:20	2000000000.0
Plastiks	PLASTIK	0.12	BRL	-1.61	1d	2023-09-05	10:53:20	1000000000.0
Haven Protocol	XHV	0.59	BRL	-14.25	1d	2023-09-05	10:53:20	30030219.0
Blocto Token	BLT	0.08	BRL	-1.48	1d	2023-09-05	10:53:20	50000002.0
Nuco.cloud	NCDT	0.71	BRL	-2.32	1d	2023-09-05	10:53:20	50000000.0
TomTomCoin	TOMS	0.01	BRL	-5.7	1d	2023-09-05	10:53:20	5000000000.0
PAWSWAP	PAW	0.0	BRL	0.59	1d	2023-09-05	10:53:20	999878475110243.5
Crypton	CRP	2.02	BRL	0.62	1d	2023-09-05	10:53:20	8702919.0
Niobium Coin	NBC	0.28	BRL	-77.35	1d	2023-09-05	10:53:20	102289706.28
PointPay	PXP	0.06	BRL	0.43	1d	2023-09-05	10:53:20	992500000.0
Netvrk	NTVRK	0.34	BRL	-1.42	1d	2023-09-05	10:53:20	100000000.0
PKT	PKT	0.01	BRL	0.73	1d	2023-09-05	10:53:20	6000000000.0
Cashaa	CAS	0.02	BRL	1.37	1d	2023-09-05	10:53:20	1000000000.0
Djed	DJED	5.2	BRL	-1.02	1d	2023-09-05	10:53:20	1000000000000.0
